ticker,name,market,country,sector,price,currency,high_52w,discount_52w,market_cap_mln,volume_k,smi,smi_ema,zone,signal,eps_ttm,sales_ttm_mln,quick_ratio,scanned_at
WRB,WRB,USA,--,--,66.45,USD,78.96,15.8,24737.8,2104.2,-42.41,-44.63,OVERSOLD,Strong BUY,,14639.9,,2026-05-17T10:47:24.402441
OKE,OKE,USA,--,--,92.32,USD,95.3,3.1,58164.6,4938.3,15.32,13.72,Bullish,BUY,,33629.0,0.56,2026-05-17T10:47:24.498143
NUAI,NUAI,USA,--,--,4.88,USD,9.44,48.3,484.8,4874.6,-29.87,-39.64,Bearish,Strong BUY,,0.9,1.57,2026-05-17T10:47:24.755665
STE,STE,USA,--,--,212.11,USD,269.44,21.3,20818.0,820.1,-48.29,-52.96,OVERSOLD,Strong BUY,,5459.5,1.39,2026-05-17T10:47:24.842170
KMI,KMI,USA,--,--,33.63,USD,34.73,3.2,74820.9,12888.9,-3.54,-1.05,Bearish,Turning Up,,16937.0,0.5,2026-05-17T10:47:24.944339
SID,SID,USA,--,--,1.26,USD,2.2,42.7,1675.5,5029.9,-34.33,-42.82,Bearish,Strong BUY,,44797.9,0.71,2026-05-17T10:47:24.985465
EBS,EBS,USA,--,--,7.94,USD,14.06,43.5,409.7,867.0,-39.62,-49.85,Bearish,Strong BUY,,705.2,2.41,2026-05-17T10:47:25.200521
TPB,TPB,USA,--,--,89.56,USD,146.9,39.0,1734.6,502.0,-34.77,-47.11,Bearish,Strong BUY,,463.1,4.12,2026-05-17T10:47:25.414293
SEPN,SEPN,USA,--,--,26.95,USD,32.63,17.4,1214.8,326.7,-50.72,-57.68,OVERSOLD,Strong BUY,,46.0,4.73,2026-05-17T10:47:25.690477
CANG,CANG,USA,--,--,0.54,USD,2.88,81.2,221.5,1278.9,-31.95,-47.89,Bearish,Strong BUY,,688.1,0.7,2026-05-17T10:47:25.755276
BVN,BVN,USA,--,--,34.29,USD,44.67,23.2,8709.2,1595.9,-24.17,-27.94,Bearish,BUY,,1731.6,1.88,2026-05-17T10:47:25.933495
CLX,CLX,USA,--,--,90.45,USD,136.69,33.8,10937.3,2644.4,-73.73,-74.48,OVERSOLD,Strong BUY,,7104.0,0.57,2026-05-17T10:47:26.044128
ESTC,ESTC,USA,--,--,50.6,USD,96.07,47.3,5237.2,2154.3,-24.41,-40.16,Bearish,Strong BUY,,1483.3,1.92,2026-05-17T10:47:26.374558
NFGC,NFGC,USA,--,--,2.02,USD,3.59,43.7,775.8,1930.5,-35.7,-41.77,Bearish,Strong BUY,,5.8,3.48,2026-05-17T10:47:26.544804
CHKP,CHKP,USA,--,--,124.03,USD,233.78,46.9,12902.6,1488.7,-79.19,-81.84,OVERSOLD,Strong BUY,,2725.4,2.05,2026-05-17T10:47:26.716428
MUR,MUR,USA,--,--,40.64,USD,43.34,6.2,5825.7,2388.5,32.27,35.81,Bullish,Turning Up,,2689.8,0.71,2026-05-17T10:47:26.821401
PGR,PGR,USA,--,--,199.73,USD,289.96,31.1,116709.5,2863.7,-42.54,-42.7,OVERSOLD,Strong BUY,,87637.0,,2026-05-17T10:47:27.016482
NVS,NVS,USA,--,--,148.08,USD,170.46,13.1,282550.3,1959.8,-49.48,-45.46,OVERSOLD,Turning Up,,56674.0,0.89,2026-05-17T10:47:27.150020
ABT,ABT,USA,--,--,84.47,USD,139.06,39.3,147131.0,12020.1,-91.22,-90.08,OVERSOLD,Turning Up,,44328.0,1.18,2026-05-17T10:47:27.255110
SAIL,SAIL,USA,--,--,13.5,USD,24.95,45.9,7657.5,3219.9,-32.57,-44.34,Bearish,Strong BUY,,,1.32,2026-05-17T10:47:27.273008
YOOV,YOOV,USA,--,--,1.28,USD,31.06,95.9,290.5,1103.7,-54.61,-58.87,OVERSOLD,Strong BUY,,10.5,1.17,2026-05-17T10:47:27.782955
TRT,TRT,USA,--,--,20.05,USD,21.38,6.2,202.8,984.8,46.49,42.26,OVERBOUGHT,BUY,,36.5,4.67,2026-05-17T10:47:27.849922
RAPP,RAPP,USA,--,--,37.07,USD,42.27,12.3,1772.9,346.5,46.05,45.91,OVERBOUGHT,BUY,,0.0,26.17,2026-05-17T10:47:27.895940
KLAR,KLAR,USA,--,--,15.17,USD,47.48,68.0,5736.0,7353.8,-26.24,-41.47,Bearish,Strong BUY,,3510.0,,2026-05-17T10:47:27.904421
HSIC,HSIC,USA,--,--,72.72,USD,89.29,18.6,8284.0,1462.8,-53.11,-52.77,OVERSOLD,Turning Up,,,,2026-05-17T10:47:27.955989
AG,AG,USA,--,--,20.42,USD,32.04,36.3,10082.8,18542.2,-53.86,-53.97,OVERSOLD,Strong BUY,,,,2026-05-17T10:47:27.958784
ASAN,ASAN,USA,--,--,6.2,USD,19.0,67.4,1476.1,6556.7,-35.89,-45.43,Bearish,Strong BUY,,,,2026-05-17T10:47:28.020611
IPI,IPI,USA,--,--,41.85,USD,50.34,16.9,562.2,359.1,-29.5,-26.74,Bearish,Turning Up,,,,2026-05-17T10:47:28.026887
KOS,KOS,USA,--,--,3.23,USD,3.32,2.7,1916.0,26008.2,59.85,58.38,OVERBOUGHT,BUY,,,,2026-05-17T10:47:28.033035
TSCO,TSCO,USA,--,--,30.57,USD,63.99,52.2,16032.4,8585.4,-93.64,-91.91,OVERSOLD,Turning Up,,,,2026-05-17T10:47:28.084002
IBRX,IBRX,USA,--,--,7.97,USD,12.43,35.9,8347.4,24682.0,-38.38,-39.98,Bearish,Strong BUY,,113.3,5.08,2026-05-17T10:47:29.412483
SUNC,SUNC,USA,--,--,71.4,USD,71.71,0.4,3678.3,567.4,74.6,70.27,OVERBOUGHT,BUY,,25201.0,0.78,2026-05-17T10:47:29.474163
ABBV,ABBV,USA,--,--,210.39,USD,244.81,14.1,371715.5,6771.0,-39.89,-47.55,Bearish,Strong BUY,,61160.0,0.56,2026-05-17T10:47:29.657389
BAYN.DE,BAYN.DE,EU,--,--,37.71,EUR,49.78,24.2,37047.2,3316.5,-36.43,-37.72,Bearish,BUY,,,0.63,2026-05-17T10:47:29.963208
IDR.MC,IDR.MC,EU,--,--,49.59,EUR,66.15,25.0,8679.1,1538.9,-40.62,-40.25,OVERSOLD,Turning Up,,5456.7,0.89,2026-05-17T10:47:30.282711
HNRG,HNRG,USA,--,--,18.15,USD,24.7,26.5,855.4,942.0,-30.93,-43.69,Bearish,Strong BUY,,469.5,0.23,2026-05-17T10:47:30.415333
DNP.WA,DNP.WA,EU,--,--,32.08,PLN,55.8,42.5,31451.2,4033.5,-60.67,-56.9,OVERSOLD,Turning Up,,,0.23,2026-05-17T10:47:30.467089
CLNX.MC,CLNX.MC,EU,--,--,27.79,EUR,34.53,19.5,18604.6,1616.4,-2.6,-2.25,Bearish,Turning Up,,4120.3,0.51,2026-05-17T10:47:30.525863
BOL.ST,BOL.ST,EU,--,--,515.2,SEK,727.8,29.2,146293.9,1367.3,-47.57,-48.01,OVERSOLD,Strong BUY,,93509.0,0.71,2026-05-17T10:47:30.672636
NTGY.MC,NTGY.MC,EU,--,--,27.42,EUR,27.96,1.9,25401.7,2322.3,57.52,57.43,OVERBOUGHT,BUY,,19455.0,1.05,2026-05-17T10:47:30.819660
NE,NE,USA,--,--,52.9,USD,54.57,3.1,8440.0,1746.9,47.56,49.88,OVERBOUGHT,Turning Up,,3285.6,1.67,2026-05-17T10:47:30.897420
WDP.BR,WDP.BR,EU,--,--,21.74,EUR,26.18,17.0,5111.9,427.6,-14.19,-13.02,Bearish,Turning Up,,496.8,0.21,2026-05-17T10:47:30.916078
EL.PA,EL.PA,EU,--,--,173.25,EUR,323.8,46.5,79565.7,781.5,-77.11,-78.14,OVERSOLD,Strong BUY,,28491.0,0.78,2026-05-17T10:47:31.026133
UNA.AS,UNA.AS,EU,--,--,48.31,EUR,63.39,23.8,105259.6,2182.4,-66.01,-66.08,OVERSOLD,Strong BUY,,50503.0,0.6,2026-05-17T10:47:31.074303
DGE.L,DGE.L,EU,--,--,1529.5,GBp,2215.0,30.9,3400974.1,7426.2,-25.24,-38.57,Bearish,Strong BUY,,20245.0,0.64,2026-05-17T10:47:31.158957
ERIC-B.ST,ERIC-B.ST,EU,--,--,118.05,SEK,120.9,2.4,392467.6,8151.3,54.19,49.12,OVERBOUGHT,BUY,,236681.0,1.08,2026-05-17T10:47:31.500877
WLN.PA,WLN.PA,EU,--,--,0.28,EUR,5.44,94.9,632.9,16106.5,-94.23,-94.84,OVERSOLD,Strong BUY,,4029.9,1.09,2026-05-17T10:47:31.765554
RNO.PA,RNO.PA,EU,--,--,28.39,EUR,49.74,42.9,8228.6,1396.6,-5.88,-8.54,Bearish,BUY,,,0.96,2026-05-17T10:47:31.845453
SUBC.OL,SUBC.OL,EU,--,--,346.0,NOK,347.0,0.3,102467.1,516.5,68.75,65.47,OVERBOUGHT,BUY,,7086.3,1.09,2026-05-17T10:47:31.902801
ORA.PA,ORA.PA,EU,--,--,18.22,EUR,18.68,2.5,48452.1,4890.8,36.6,37.16,Bullish,Turning Up,,40397.0,1.09,2026-05-17T10:47:31.980522
NOVN.SW,NOVN.SW,EU,--,--,116.68,CHF,131.0,10.9,222636.2,3056.4,-21.13,-18.41,Bearish,Turning Up,,56674.0,0.89,2026-05-17T10:47:32.076667
